exp,wks,occ,ind,south,smsa,ms,fem,union,ed,blk,lwage,unit,time
36,49,0,0,0,1,1,0,0,16,0,7.4674,193,5
37,52,0,0,0,1,1,0,0,16,0,7.2814,193,6
38,50,0,0,0,1,1,0,0,16,0,7.4933,193,7
11,47,1,0,0,0,1,0,1,12,0,6.5496,194,1
12,45,1,0,0,0,1,0,1,12,0,6.8352,194,2
13,48,1,0,0,0,1,0,1,12,0,6.7979,194,3
14,48,1,0,0,0,1,0,1,12,0,6.8013,194,4
15,48,1,0,0,0,1,0,1,12,0,6.9108,194,5
16,51,1,1,0,0,1,0,1,12,0,6.6908,194,6
17,49,1,1,0,0,1,0,1,12,0,6.4770,194,7
11,52,0,1,1,1,1,0,0,16,0,6.4457,195,1
12,50,0,1,1,1,1,0,0,16,0,6.6201,195,2
13,50,0,1,1,1,1,0,0,16,0,6.6970,195,3
14,50,0,1,1,1,1,0,0,16,0,6.8298,195,4
15,50,0,1,1,1,1,0,0,16,0,6.9078,195,5
16,51,0,1,1,1,1,0,0,16,0,6.7226,195,6
17,52,0,1,1,1,1,0,0,16,0,6.7202,195,7
7,46,1,0,1,0,1,0,0,9,0,6.0521,196,1
8,50,1,0,1,0,1,0,0,9,0,6.2146,196,2
9,49,1,0,1,0,1,0,0,9,0,6.4378,196,3
10,48,1,0,1,0,1,0,0,9,0,6.5862,196,4
11,50,1,0,1,0,1,0,0,9,0,6.6846,196,5
12,50,1,0,1,0,1,0,0,9,0,6.7452,196,6
13,40,1,0,1,0,1,0,0,9,0,6.9078,196,7
20,50,1,1,1,0,0,1,0,7,0,5.5334,197,1
21,50,1,1,1,0,0,1,0,7,0,5.8201,197,2
22,50,1,1,1,0,0,1,0,7,0,5.8999,197,3
23,50,1,1,1,0,0,1,0,7,0,5.9764,197,4
24,49,1,1,1,0,0,1,0,7,0,6.0521,197,5
25,48,1,1,1,0,0,1,0,7,0,6.1291,197,6
26,39,1,1,1,0,0,1,0,7,0,6.2126,197,7
29,47,0,1,0,0,1,0,0,12,0,6.6846,198,1
30,48,0,1,0,0,1,0,0,12,0,6.6846,198,2
31,47,0,1,0,0,1,0,0,12,0,6.7742,198,3
32,45,0,1,0,0,1,0,0,12,0,6.8459,198,4
33,45,0,1,0,0,1,0,0,12,0,7.0255,198,5
34,45,0,1,0,0,1,0,0,12,0,7.0884,198,6
35,45,0,1,0,0,1,0,0,12,0,7.1309,198,7
8,50,0,0,0,1,0,0,0,13,0,6.3969,199,1
9,50,0,0,0,1,0,0,0,13,0,6.5191,199,2
10,48,0,0,0,1,0,0,0,13,0,6.6039,199,3
11,50,0,0,0,1,0,0,0,13,0,6.7382,199,4
12,49,0,0,0,1,0,0,0,13,0,6.8427,199,5
13,48,0,0,0,1,0,0,0,13,0,6.9078,199,6
14,50,0,0,0,1,0,0,0,13,0,7.0901,199,7
3,43,0,0,0,0,1,0,0,17,0,6.1738,200,1
4,38,0,0,0,0,1,0,0,17,0,6.3368,200,2
5,36,0,0,0,0,1,0,0,17,0,6.3544,200,3
6,36,0,0,0,0,1,0,0,17,0,6.3953,200,4
7,36,0,0,0,0,1,0,1,17,0,6.5511,200,5
8,37,0,0,0,0,1,0,1,17,0,6.6846,200,6
9,38,0,0,0,0,1,0,0,17,0,6.7310,200,7
20,48,1,1,0,0,1,0,1,11,0,6.1633,201,1
21,47,1,1,0,0,1,0,1,11,0,6.2422,201,2
22,48,1,1,0,0,1,0,1,11,0,6.3665,201,3
23,47,1,1,0,0,1,0,1,11,0,6.4425,201,4
24,47,1,1,0,0,1,0,1,11,0,6.5103,201,5
25,45,1,1,0,0,1,0,1,11,0,6.6241,201,6
26,47,1,1,0,0,1,0,1,11,0,6.7154,201,7
7,50,0,0,1,1,0,1,0,12,0,5.9081,202,1
8,50,0,0,1,1,0,1,0,12,0,5.9269,202,2
9,51,0,0,1,1,0,1,0,12,0,6.1070,202,3
10,51,0,0,1,1,0,1,0,12,0,6.2615,202,4
11,48,0,0,1,1,0,1,0,12,0,6.2615,202,5
12,50,0,0,1,1,0,1,0,12,0,6.3172,202,6
13,50,0,0,1,1,0,1,0,12,0,6.4249,202,7
19,46,0,0,0,1,1,0,0,9,0,6.0799,203,1
20,52,0,0,0,1,1,0,0,9,0,6.0799,203,2
21,51,0,0,0,1,1,0,0,9,0,6.1377,203,3
22,50,0,0,0,1,1,0,0,9,0,6.1883,203,4
23,51,0,0,0,1,1,0,0,9,0,6.1883,203,5
24,51,0,0,0,1,1,0,0,9,0,5.9661,203,6
25,52,0,0,0,1,1,0,0,9,0,6.0162,203,7
32,50,1,0,1,0,1,0,1,9,0,6.4770,204,1
33,48,1,0,1,0,1,0,1,9,0,6.5367,204,2
34,45,1,0,1,0,1,0,0,9,0,6.5862,204,3
35,38,1,0,1,0,1,0,1,9,0,6.6720,204,4
36,28,1,0,1,0,1,0,1,9,0,6.8024,204,5
37,44,1,0,1,0,1,0,1,9,0,6.9373,204,6
38,46,1,0,1,0,1,0,1,9,0,7.0475,204,7
25,45,1,0,1,0,1,0,1,12,0,6.5468,205,1
26,48,1,0,1,0,1,0,1,12,0,6.6846,205,2
27,42,1,0,1,0,1,0,1,12,0,6.9078,205,3
28,36,1,0,1,0,1,0,1,12,0,6.6946,205,4
29,48,1,0,1,0,1,0,1,12,0,6.9078,205,5
30,34,1,0,1,0,1,0,1,12,0,6.9383,205,6
31,34,1,0,1,0,1,0,1,12,0,7.0484,205,7
12,48,0,0,0,1,1,0,0,13,0,6.9058,206,1
13,50,0,0,0,1,1,0,0,13,0,6.9058,206,2
14,50,0,0,0,0,1,0,0,13,0,7.3428,206,3
15,49,0,0,0,0,1,0,0,13,0,7.4759,206,4
16,49,0,0,0,1,1,0,0,13,0,7.5011,206,5
17,49,0,0,0,1,1,0,0,13,0,7.2174,206,6
18,47,0,0,0,1,1,0,0,13,0,7.8728,206,7
13,51,0,0,0,1,1,0,0,17,0,6.9058,207,1
14,35,0,0,0,1,1,0,0,17,0,6.9058,207,2
15,52,0,0,0,1,1,0,0,17,0,7.3132,207,3
16,52,0,0,0,1,1,0,0,17,0,7.7066,207,4
17,52,0,0,0,1,1,0,0,17,0,6.9829,207,5
18,52,0,0,0,1,1,0,0,17,0,7.4674,207,6
19,51,0,0,0,1,1,0,0,17,0,7.9194,207,7
15,22,1,0,0,1,0,1,0,11,1,5.3936,208,1
16,46,1,0,0,1,0,1,0,11,1,5.5215,208,2
17,50,1,0,0,1,0,1,1,11,1,5.7526,208,3
18,49,1,0,0,1,0,1,1,11,1,5.7526,208,4
19,50,1,0,0,1,0,1,1,11,1,5.8141,208,5
20,41,1,0,0,1,0,1,0,11,1,5.9532,208,6
21,42,1,0,0,1,0,1,0,11,1,6.0521,208,7
23,49,0,0,0,0,1,0,0,17,0,6.5511,209,1
24,40,0,0,0,0,1,0,0,17,0,6.6720,209,2
25,44,0,0,0,0,1,0,0,17,0,6.6657,209,3
26,43,0,0,0,0,1,0,0,17,0,6.6720,209,4
27,41,0,0,0,0,1,0,0,17,0,6.7154,209,5
28,40,0,0,0,0,1,0,0,17,0,6.8024,209,6
29,42,0,0,0,0,1,0,0,17,0,6.8977,209,7
34,39,1,1,0,0,0,0,1,8,0,6.6201,210,1
35,48,1,1,0,0,0,0,1,8,0,6.6201,210,2
36,48,1,1,0,0,0,0,1,8,0,6.7154,210,3
37,48,1,1,0,0,0,0,1,8,0,6.8024,210,4
38,47,1,1,0,0,0,0,1,8,0,6.8565,210,5
39,45,1,1,0,0,0,0,1,8,0,6.9078,210,6
40,45,1,1,0,0,0,0,1,8,0,6.9566,210,7
30,49,0,1,0,1,1,0,0,10,0,6.7742,211,1
31,48,0,1,0,1,1,0,0,10,0,6.9058,211,2
32,49,0,1,0,1,1,0,0,10,0,6.9078,211,3
33,49,0,1,0,1,1,0,0,10,0,7.3696,211,4
34,52,0,1,0,1,1,0,0,10,0,7.4530,211,5
35,49,0,1,0,1,1,0,0,10,0,7.6497,211,6
36,48,0,1,0,1,1,0,1,10,0,7.5496,211,7
7,49,0,1,0,1,1,0,0,17,0,6.9058,212,1
8,48,0,1,0,1,1,0,0,17,0,6.9058,212,2
9,49,0,1,0,1,1,0,0,17,0,7.0901,212,3
10,49,0,1,0,1,1,0,0,17,0,7.2079,212,4
11,47,0,1,0,1,1,0,0,17,0,7.3132,212,5
12,49,0,1,0,1,1,0,0,17,0,7.2012,212,6
13,49,0,1,0,1,1,0,0,17,0,7.6009,212,7
27,48,0,0,0,1,1,0,0,11,0,6.9058,213,1
28,49,1,0,0,1,1,0,0,11,0,6.9058,213,2
29,49,1,0,0,1,1,0,0,11,0,7.0031,213,3
30,51,1,0,0,1,1,0,0,11,0,7.0901,213,4
31,48,1,0,0,1,1,0,0,11,0,7.1309,213,5
32,49,1,0,0,1,1,0,0,11,0,7.0817,213,6
33,48,1,1,0,1,1,0,0,11,0,7.2442,213,7
24,49,0,0,0,1,1,0,0,12,0,6.2860,214,1
25,48,1,0,0,1,1,0,0,12,0,6.3544,214,2
26,49,1,0,0,1,1,0,0,12,0,6.4378,214,3
27,49,1,0,0,1,1,0,0,12,0,6.4378,214,4
28,49,1,0,0,1,1,0,0,12,0,6.4770,214,5
29,49,1,0,0,1,1,0,0,12,0,6.5511,214,6
30,49,1,0,0,1,1,0,0,12,0,6.5511,214,7
35,48,0,0,1,1,1,0,0,16,1,6.2634,215,1
36,50,0,0,1,1,1,0,0,16,1,6.1738,215,2
37,50,0,0,1,1,1,0,0,16,1,6.1093,215,3
38,46,0,0,1,1,1,0,0,16,1,6.1093,215,4
39,52,0,0,1,1,1,0,0,16,1,6.3099,215,5
40,51,0,0,1,1,1,0,0,16,1,6.2146,215,6
41,50,0,0,1,1,1,0,0,16,1,6.3969,215,7
17,49,0,0,1,1,1,0,0,17,0,6.8565,216,1
18,49,0,0,1,1,1,0,0,17,0,6.9058,216,2
19,49,0,0,1,1,1,0,0,17,0,7.0475,216,3
20,49,0,0,1,1,1,0,0,17,0,7.1309,216,4
21,47,0,0,1,1,1,0,0,17,0,7.2442,216,5
22,48,0,0,1,1,1,0,0,17,0,6.9948,216,6
23,48,0,0,1,1,1,0,0,17,0,7.5496,216,7
4,49,0,0,0,0,1,0,0,13,0,6.0521,217,1
5,50,0,0,0,0,1,0,0,13,0,6.0521,217,2
6,50,0,0,0,0,1,0,0,13,0,6.2146,217,3
7,51,0,0,0,0,1,0,0,13,0,6.3333,217,4
8,50,0,0,0,0,1,0,0,13,0,6.4378,217,5
9,49,0,0,0,0,1,0,0,13,0,6.1924,217,6
10,49,0,0,0,0,1,0,0,13,0,6.5323,217,7
11,46,1,1,0,0,1,0,1,12,0,6.3154,218,1
12,12,1,1,0,0,1,0,1,12,0,6.3333,218,2
13,49,1,1,0,0,1,0,1,12,0,6.4019,218,3
14,49,1,1,0,0,1,0,1,12,0,6.5410,218,4
15,48,1,1,0,0,1,0,1,12,0,6.5468,218,5
16,49,1,1,0,0,1,0,1,12,0,6.6503,218,6
17,49,1,1,0,0,1,0,1,12,0,6.6883,218,7
19,48,0,0,0,1,1,0,0,12,0,6.8134,219,1
20,43,0,0,0,1,1,0,0,12,0,6.8024,219,2
21,48,0,0,0,1,1,0,1,12,0,6.9566,219,3
22,48,0,0,0,1,1,0,0,12,0,7.0884,219,4
23,48,0,0,0,1,1,0,1,12,0,7.3646,219,5
24,50,0,0,0,1,1,0,0,12,0,7.4955,219,6
25,50,1,0,0,1,1,0,1,12,0,7.2108,219,7
33,43,0,0,1,1,1,0,1,12,0,6.4785,220,1
34,41,0,0,1,1,1,0,1,12,0,6.5539,220,2
35,43,0,0,1,1,1,0,1,12,0,6.6280,220,3
36,42,0,0,1,1,1,0,1,12,0,6.7452,220,4
37,41,0,0,1,1,1,0,1,12,0,6.8298,220,5
38,45,0,0,1,0,1,0,1,12,0,7.0901,220,6
39,46,0,0,1,0,1,0,1,12,0,7.0510,220,7
28,44,0,0,0,1,1,0,0,17,0,6.9058,221,1
29,49,0,0,0,1,1,0,0,17,0,6.9058,221,2
30,48,0,0,0,1,1,0,1,17,0,7.2079,221,3
31,45,0,0,0,1,1,0,1,17,0,7.2930,221,4
32,46,0,0,0,1,1,0,1,17,0,7.3778,221,5
33,46,0,0,0,1,1,0,1,17,0,7.1546,221,6
34,46,0,0,0,1,1,0,1,17,0,7.2821,221,7
1,45,1,0,0,1,0,0,0,11,0,5.7038,222,1
2,46,1,0,0,1,0,0,0,11,0,6.2634,222,2
3,43,1,0,0,1,0,0,0,11,0,5.9269,222,3
4,36,1,0,0,1,0,0,0,11,0,5.5215,222,4
5,44,0,0,0,1,0,0,0,11,0,5.9915,222,5
6,47,1,0,0,1,0,0,0,11,0,6.1633,222,6
7,51,1,0,0,1,0,0,0,11,0,6.3544,222,7
12,50,0,1,1,0,1,0,0,14,0,6.1093,223,1
13,49,0,1,1,0,1,0,0,14,0,6.2442,223,2
14,50,0,1,1,0,1,0,0,14,0,6.2823,223,3
15,49,0,1,1,0,1,0,0,14,0,6.3852,223,4
16,50,0,1,1,0,1,0,0,14,0,6.4892,223,5
17,49,0,1,1,0,1,0,0,14,0,6.5568,223,6
18,48,0,1,1,0,1,0,0,14,0,6.7742,223,7
34,30,1,0,0,1,1,0,1,5,0,6.9058,224,1
35,26,1,0,0,1,1,0,1,5,0,6.9058,224,2
36,30,1,0,0,1,1,0,1,5,0,7.0388,224,3
37,36,1,0,0,1,1,0,1,5,0,7.1229,224,4
38,49,1,0,0,1,1,0,1,5,0,7.1229,224,5
39,44,1,0,0,1,1,0,1,5,0,7.1701,224,6
40,52,1,0,0,1,1,0,1,5,0,7.3065,224,7
10,49,0,0,0,1,0,1,0,12,0,6.0235,225,1
11,49,0,0,0,1,0,1,0,12,0,6.2538,225,2
12,49,0,0,0,1,0,1,0,12,0,6.3333,225,3
13,49,0,0,0,1,0,1,0,12,0,6.4770,225,4
14,49,0,0,0,1,0,1,0,12,0,6.4907,225,5
15,49,0,0,0,1,0,1,0,12,0,6.8427,225,6
16,49,0,0,0,1,0,1,0,12,0,6.9017,225,7
30,49,1,1,1,0,1,0,0,12,0,5.5797,226,1
31,52,1,1,1,0,1,0,0,12,0,5.6699,226,2
32,51,1,1,1,0,1,0,0,12,0,5.8260,226,3
33,48,1,1,1,0,1,0,0,12,0,5.8749,226,4
34,50,1,1,1,0,1,0,0,12,0,5.8999,226,5
35,43,1,1,1,0,1,0,0,12,0,6.1093,226,6
36,50,1,1,1,0,1,0,0,12,0,6.1924,226,7
29,47,0,0,0,1,1,0,0,16,0,6.9058,227,1
30,52,0,0,0,1,1,0,0,16,0,6.9058,227,2
31,43,0,0,0,1,1,0,0,16,0,7.1107,227,3
32,48,0,0,0,1,1,0,0,16,0,7.1309,227,4
33,48,0,0,0,1,1,0,0,16,0,6.6708,227,5
34,48,0,0,0,1,1,0,0,16,0,6.9078,227,6
35,48,0,0,0,1,1,0,0,16,0,6.9078,227,7
2,50,0,0,1,1,1,0,0,16,0,6.1463,228,1
3,50,0,0,1,1,1,0,0,16,0,6.5511,228,2
4,50,0,0,0,1,1,0,0,16,0,6.8024,228,3
5,50,0,0,0,1,1,0,0,16,0,6.9078,228,4
6,50,0,0,0,1,1,0,0,16,0,7.0901,228,5
7,50,0,0,0,1,1,0,0,16,0,7.2442,228,6
8,49,0,0,0,1,1,0,0,16,0,7.3132,228,7
16,40,0,0,0,1,0,1,1,17,0,6.6846,229,1
17,40,0,0,0,1,0,1,0,17,0,6.7452,229,2
18,40,0,0,0,1,0,1,1,17,0,6.7452,229,3
19,40,0,0,0,1,0,1,0,17,0,6.8565,229,4
20,39,0,0,0,1,0,1,0,17,0,6.9078,229,5
21,42,0,0,0,1,0,1,0,17,0,6.9078,229,6
22,42,0,1,0,1,0,1,1,17,0,6.9078,229,7
2,50,1,0,0,0,1,0,1,12,0,5.9135,230,1
3,50,1,0,0,0,1,0,1,12,0,6.2403,230,2
4,50,1,0,0,0,1,0,1,12,0,6.3630,230,3
5,50,1,0,0,0,1,0,1,12,0,6.5511,230,4
6,50,1,0,0,0,1,0,1,12,0,6.7154,230,5
7,50,1,0,0,0,1,0,1,12,0,6.8024,230,6
8,50,1,0,0,0,1,0,1,12,0,6.9078,230,7
23,49,0,1,0,1,1,0,0,16,0,6.9058,231,1
24,48,0,1,0,1,1,0,0,16,0,6.9058,231,2
25,49,0,1,0,1,1,0,0,16,0,7.6497,231,3
26,48,0,1,0,1,1,0,0,16,0,7.8823,231,4
27,49,0,1,0,1,1,0,0,16,0,7.8240,231,5
28,48,0,1,0,1,1,0,0,16,0,7.9725,231,6
29,48,0,1,0,1,1,0,0,16,0,8.0472,231,7
27,34,0,0,0,0,1,0,0,17,0,6.0403,232,1
28,49,0,0,0,0,1,0,0,17,0,6.9058,232,2
29,49,0,0,0,0,1,0,0,17,0,6.9566,232,3
30,47,0,0,0,0,1,0,0,17,0,7.0157,232,4
31,46,0,0,0,0,1,0,1,17,0,7.0901,232,5
32,48,0,0,0,0,1,0,0,17,0,7.1309,232,6
33,48,0,0,0,0,1,0,0,17,0,7.0414,232,7
30,46,1,0,0,1,1,0,1,10,0,6.6333,233,1
31,49,1,0,0,1,1,0,1,10,0,6.7154,233,2
32,47,1,1,0,1,1,0,1,10,0,6.8298,233,3
33,50,1,1,0,1,1,0,1,10,0,6.9078,233,4
34,50,1,1,0,1,1,0,0,10,0,7.0031,233,5
35,45,1,1,0,1,1,0,1,10,0,7.0826,233,6
36,39,1,1,0,1,1,0,1,10,0,7.1309,233,7
21,39,1,1,0,0,1,0,1,12,0,6.2325,234,1
22,47,1,1,0,0,1,0,1,12,0,6.3026,234,2
23,48,1,1,0,0,1,0,1,12,0,6.3456,234,3
24,48,1,1,0,0,1,0,1,12,0,6.4723,234,4
25,50,1,1,0,0,1,0,1,12,0,6.4877,234,5
26,48,1,1,0,0,1,0,1,12,0,6.7154,234,6
27,47,1,1,0,0,1,0,1,12,0,6.7452,234,7
18,49,1,1,1,0,1,0,0,7,0,5.9269,235,1
19,48,1,1,1,0,1,0,0,7,0,5.9532,235,2
20,46,1,1,1,0,1,0,0,7,0,6.1093,235,3
21,48,1,1,1,0,1,0,0,7,0,6.1420,235,4
22,46,1,1,1,0,1,0,0,7,0,6.1738,235,5
23,40,1,1,1,0,1,0,0,7,0,6.1738,235,6
24,49,1,1,1,0,1,0,0,7,0,6.1738,235,7
7,48,0,1,0,0,1,0,0,17,0,6.9058,236,1
8,49,0,1,0,0,1,0,0,17,0,6.9058,236,2
9,49,0,1,0,0,1,0,0,17,0,7.1892,236,3
10,49,0,1,0,0,1,0,0,17,0,7.1929,236,4
11,48,0,1,0,1,1,0,0,17,0,7.3778,236,5
12,48,0,1,0,1,1,0,0,17,0,7.3778,236,6
13,48,0,1,0,1,1,0,0,17,0,7.4872,236,7
6,36,0,0,0,0,1,0,0,16,0,6.1633,237,1
7,36,0,0,0,0,1,0,0,16,0,6.1527,237,2
8,43,0,0,0,0,1,0,0,16,0,6.3699,237,3
9,36,0,0,0,0,1,0,0,16,0,6.3801,237,4
10,40,0,0,0,0,1,0,0,16,0,6.3172,237,5
11,40,0,0,0,0,1,0,0,16,0,6.5793,237,6
12,36,0,0,0,0,1,0,0,16,0,6.5930,237,7
32,52,0,0,0,0,0,0,1,12,0,6.7452,238,1
33,50,1,0,0,0,0,0,0,12,0,6.8512,238,2
34,52,1,0,0,0,1,0,0,12,0,6.9078,238,3
35,50,0,0,0,0,1,0,0,12,0,6.9660,238,4
36,50,0,0,0,0,1,0,0,12,0,7.0344,238,5
37,48,0,0,0,0,1,0,0,12,0,6.9207,238,6
38,48,0,0,0,0,1,0,0,12,0,7.0353,238,7
27,47,0,0,0,1,1,0,0,16,0,6.9058,239,1
28,47,0,0,0,1,1,0,0,16,0,6.9058,239,2
29,47,0,0,0,1,1,0,0,16,0,7.8240,239,3
30,47,0,0,0,1,1,0,0,16,0,7.9010,239,4
31,47,0,0,0,1,1,0,0,16,0,7.6732,239,5
32,47,0,0,0,0,1,0,0,16,0,8.0064,239,6
33,49,0,0,0,0,1,0,0,16,0,8.0552,239,7
34,49,1,1,0,1,1,0,1,12,0,6.9058,240,1
35,49,1,1,0,1,1,0,1,12,0,6.9058,240,2
36,49,1,1,0,1,1,0,1,12,0,7.1237,240,3
37,49,1,1,0,1,1,0,1,12,0,7.2392,240,4
38,49,1,0,0,1,1,0,1,12,0,7.4236,240,5
39,49,1,0,0,1,1,0,1,12,0,7.4674,240,6
40,48,1,0,0,1,1,0,1,12,0,7.5575,240,7
15,50,1,0,0,1,1,0,0,10,0,6.5381,241,1
16,49,1,0,0,1,0,0,0,10,0,6.6294,241,2
17,45,1,0,0,1,0,0,0,10,0,6.7226,241,3
18,43,1,1,0,1,1,0,0,10,0,6.8648,241,4
19,49,1,0,0,1,1,0,0,10,0,6.8763,241,5
20,44,1,0,0,1,1,0,1,10,0,6.7581,241,6
21,38,1,0,0,1,1,0,1,10,0,6.7696,241,7
7,47,1,0,0,1,0,1,1,10,0,5.7526,242,1
8,45,1,0,0,1,0,1,1,10,0,5.7526,242,2
9,46,1,0,0,1,0,1,1,10,0,5.8805,242,3
10,41,1,0,0,1,0,1,1,10,0,5.9454,242,4
11,48,1,0,0,1,0,1,1,10,0,6.0355,242,5
12,45,1,0,0,1,0,1,1,10,0,6.0259,242,6
13,39,1,0,0,1,0,1,1,10,0,6.1654,242,7
9,46,1,1,0,1,1,0,1,12,0,6.9058,243,1
10,43,1,1,0,1,1,0,1,12,0,6.9058,243,2
11,40,1,1,0,1,1,0,1,12,0,7.1452,243,3
12,43,1,0,0,1,1,0,1,12,0,7.2255,243,4
13,50,1,0,0,1,1,0,1,12,0,7.3330,243,5
14,49,1,1,0,1,1,0,1,12,0,7.4085,243,6
15,48,1,1,0,1,1,0,1,12,0,7.3460,243,7
22,42,1,1,1,0,1,0,0,10,0,6.3716,244,1
23,48,1,1,1,0,1,0,0,10,0,6.4692,244,2
24,48,1,1,1,0,1,0,0,10,0,6.5695,244,3
25,43,1,1,1,0,1,0,0,10,0,6.5118,244,4
26,52,1,1,1,0,1,0,0,10,0,6.5653,244,5
27,52,1,1,1,0,1,0,0,10,0,6.6464,244,6
28,52,1,1,1,0,1,0,0,10,0,6.7334,244,7
36,48,1,0,0,1,1,0,0,7,0,6.3969,245,1
37,44,1,0,0,1,1,0,0,7,0,6.4770,245,2
38,45,1,0,0,1,1,0,0,7,0,6.5511,245,3
39,50,1,0,0,1,1,0,0,7,0,6.6201,245,4
40,50,1,0,0,1,1,0,0,7,0,6.6657,245,5
41,50,1,0,0,1,1,0,0,7,0,6.6846,245,6
42,40,1,0,0,1,1,0,0,7,0,6.7093,245,7
37,50,1,0,1,0,1,0,1,10,0,6.4770,246,1
38,26,1,0,1,0,1,0,0,10,0,6.3544,246,2
39,24,1,0,1,0,1,0,1,10,0,6.3544,246,3
40,39,1,0,1,0,1,0,1,10,0,6.5073,246,4
41,51,1,0,1,0,1,0,1,10,0,6.5972,246,5
42,44,1,0,1,0,1,0,1,10,0,6.6631,246,6
43,46,1,0,1,0,1,0,1,10,0,6.6201,246,7
9,50,1,0,0,1,0,1,0,7,1,5.4381,247,1
10,44,1,0,0,1,0,1,0,7,1,5.5607,247,2
11,50,1,0,0,1,0,1,0,7,1,5.5797,247,3
12,50,1,0,0,1,0,1,0,7,1,5.7366,247,4
13,50,1,0,0,1,0,1,0,7,1,5.7683,247,5
14,50,1,0,0,1,0,1,0,7,1,5.8141,247,6
15,49,1,0,0,1,0,1,0,7,1,6.0403,247,7
10,49,1,0,0,1,0,1,0,11,0,5.7462,248,1
11,50,1,0,0,1,0,1,0,11,0,5.7366,248,2
12,42,1,0,0,1,0,1,0,11,0,5.4161,248,3
13,51,1,0,0,1,0,1,0,11,0,5.4638,248,4
14,52,0,1,0,1,0,1,0,11,0,6.2146,248,5
15,50,1,0,0,1,0,1,0,11,0,5.8579,248,6
16,47,1,0,0,1,0,1,0,11,0,6.2146,248,7
30,49,0,1,0,1,1,0,0,16,0,6.6201,249,1
31,48,0,1,0,1,0,0,0,16,0,6.5511,249,2
32,48,0,1,0,1,0,0,0,16,0,6.7452,249,3
33,47,0,1,0,1,0,0,0,16,0,6.8024,249,4
34,48,0,1,0,1,0,0,0,16,0,6.9566,249,5
35,47,0,1,0,1,0,0,0,16,0,7.0255,249,6
36,48,0,1,0,1,0,0,0,16,0,7.0031,249,7
18,48,1,1,1,0,1,0,1,10,0,6.0568,250,1
19,47,1,1,1,0,1,0,1,10,0,6.1093,250,2
20,48,1,1,1,0,1,0,1,10,0,6.1841,250,3
21,48,1,1,1,0,1,0,1,10,0,6.2841,250,4
22,48,1,1,1,0,1,0,1,10,0,6.3969,250,5
23,48,1,1,1,0,1,0,1,10,0,6.5147,250,6
24,48,1,1,1,0,1,0,1,10,0,6.5751,250,7
6,50,0,0,1,0,1,0,0,16,0,5.8861,251,1
7,49,0,0,1,1,1,0,0,16,0,6.2146,251,2
8,49,0,0,1,0,1,0,0,16,0,6.4457,251,3
9,50,0,0,1,0,1,0,0,16,0,6.3969,251,4
10,49,0,0,1,0,0,0,0,16,0,6.6567,251,5
11,50,0,0,1,0,0,0,0,16,0,6.6201,251,6
12,49,0,0,1,0,0,0,0,16,0,6.6201,251,7
25,49,0,0,0,1,1,0,0,17,1,6.9058,252,1
26,47,0,0,0,1,1,0,0,17,1,6.9058,252,2
27,49,0,0,0,1,1,0,0,17,1,7.5496,252,3
28,48,0,0,0,1,1,0,0,17,1,7.6009,252,4
29,49,0,0,0,1,1,0,0,17,1,7.6732,252,5
30,48,0,0,0,1,1,0,0,17,1,7.6009,252,6
31,47,0,0,0,1,1,0,0,17,1,7.6962,252,7
7,49,0,1,1,0,1,0,1,12,1,6.2383,253,1
8,32,0,1,1,0,1,0,1,12,1,6.4922,253,2
9,49,1,1,1,0,1,0,1,12,1,6.5221,253,3
10,49,1,1,1,0,1,0,1,12,1,6.5862,253,4
11,34,1,1,1,0,1,0,1,12,1,6.8024,253,5
12,49,1,0,1,0,1,0,1,12,1,6.8565,253,6
13,49,0,1,1,0,1,0,1,12,1,6.9566,253,7
33,48,1,1,0,0,1,0,0,12,0,6.2265,254,1
34,48,1,1,0,0,1,0,0,12,0,6.3099,254,2
35,47,1,1,0,0,1,0,0,12,0,6.3969,254,3
36,48,1,1,0,0,1,0,0,12,0,6.5294,254,4
37,48,1,1,0,0,1,0,0,12,0,6.6120,254,5
38,48,1,1,0,0,1,0,0,12,0,6.7044,254,6
39,24,1,1,0,0,1,0,0,12,0,6.7262,254,7
3,48,1,1,0,0,0,1,0,12,0,6.0521,255,1
4,11,1,1,0,0,0,1,1,12,0,6.0162,255,2
5,37,1,1,0,0,0,1,1,12,0,6.2785,255,3
6,50,1,1,0,0,0,1,1,12,0,6.3682,255,4
7,40,1,1,0,0,0,1,1,12,0,6.4583,255,5
8,47,1,1,0,0,0,1,1,12,0,6.5624,255,6
9,50,1,1,0,0,0,1,1,12,0,6.6307,255,7
5,16,0,0,1,1,1,0,0,16,0,6.2305,256,1
6,39,0,0,1,1,1,0,1,16,0,6.3544,256,2
7,50,0,0,1,1,1,0,1,16,0,6.4998,256,3
8,50,0,0,1,1,1,0,1,16,0,6.6846,256,4
9,50,0,0,1,1,1,0,1,16,0,6.9801,256,5
10,49,0,0,1,1,1,0,1,16,0,7.0031,256,6
11,48,0,0,1,1,1,0,1,16,0,7.0901,256,7
32,47,1,1,0,0,1,0,1,12,0,6.6438,257,1
33,47,1,1,0,0,1,0,1,12,0,6.7441,257,2
34,47,1,1,0,0,1,0,1,12,0,6.7991,257,3
35,47,1,1,0,0,1,0,1,12,0,6.8937,257,4
36,47,1,1,0,0,1,0,1,12,0,7.0273,257,5
37,47,1,1,0,0,1,0,1,12,0,7.0648,257,6
